date,message_count,bullish_count,bearish_count,net_sentiment
2026-06-17,60,40,0,100.0
2026-06-18,40,20,0,100.0
2026-06-21,180,20,0,100.0
2026-06-22,240,100,0,100.0
2026-06-23,80,20,20,0.0
