date,message_count,bullish_count,bearish_count,net_sentiment
2026-06-19,60,40,0,100.0
2026-06-20,20,0,0,0.0
2026-06-21,60,20,0,100.0
2026-06-22,60,20,0,100.0
2026-06-23,60,20,20,0.0
2026-06-24,200,100,0,100.0
2026-06-25,80,20,20,0.0
2026-06-26,60,40,0,100.0
