date,close_price,volume,volume_anomaly
2026-03-30,9.149999618530273,5703800,0
2026-03-31,9.529999732971191,4417100,0
2026-04-01,9.5600004196167,4828400,0
2026-04-02,9.960000038146973,4014500,0
2026-04-06,9.329999923706055,9151400,0
2026-04-07,8.829999923706055,11562400,0
2026-04-08,8.819999694824219,7402000,0
2026-04-09,8.770000457763672,5593900,0
2026-04-10,8.579999923706055,5941000,0
2026-04-13,9.239999771118164,10870000,0
2026-04-14,8.800000190734863,32288400,1
2026-04-15,8.210000038146973,31869300,1
2026-04-16,7.699999809265137,37458400,1
2026-04-17,7.300000190734863,30393100,0
2026-04-20,6.75,33295900,0
2026-04-21,7.110000133514404,47479700,1
2026-04-22,6.909999847412109,22472100,0
2026-04-23,6.269999980926514,37794900,0
2026-04-24,6.25,17179100,0
2026-04-27,5.929999828338623,22676000,0
2026-04-28,5.869999885559082,16357900,0
2026-04-29,5.760000228881836,16976200,0
2026-04-30,6.369999885559082,20927700,0
2026-05-01,6.539999961853027,17796600,0
2026-05-04,6.690000057220459,19080400,0
2026-05-05,6.25,19146600,0
2026-05-06,6.190000057220459,25757900,0
2026-05-07,6.050000190734863,16001000,0
2026-05-08,6.340000152587891,13085300,0
2026-05-11,6.03000020980835,20646600,0
2026-05-12,6.010000228881836,12362400,0
2026-05-13,6.389999866485596,28291000,0
2026-05-14,6.269999980926514,15463200,0
2026-05-15,6.039999961853027,13353300,0
2026-05-18,5.730000019073486,17277700,0
2026-05-19,5.610000133514404,11732600,0
2026-05-20,5.679999828338623,10949200,0
2026-05-21,5.840000152587891,14723400,0
2026-05-22,5.840000152587891,10735900,0
2026-05-26,5.96999979019165,12285400,0
2026-05-27,6.260000228881836,15576000,0
2026-05-28,6.460000038146973,15860300,0
2026-05-29,6.550000190734863,15093400,0
2026-06-01,6.650000095367432,13155900,0
2026-06-02,6.170000076293945,12779500,0
2026-06-03,5.71999979019165,15903100,0
2026-06-04,5.679999828338623,10869400,0
2026-06-05,5.114999771118164,24594500,0
2026-06-08,5.09499979019165,16350500,0
2026-06-09,5.150000095367432,15069700,0
2026-06-10,4.699999809265137,21652000,0
2026-06-11,5.170000076293945,17376800,0
2026-06-12,5.199999809265137,12549400,0
2026-06-15,5.25,11456200,0
2026-06-16,5.019999980926514,10791700,0
2026-06-17,5.139999866485596,14319600,0
2026-06-18,5.360000133514404,15863500,0
2026-06-22,5.159999847412109,10487000,0
2026-06-23,5.190000057220459,9175300,0
2026-06-24,5.150000095367432,8980700,0
2026-06-25,5.119999885559082,9896600,0
