date,close_price,volume,volume_anomaly
2026-03-25,31.959999084472656,15634000,0
2026-03-26,29.84000015258789,17726800,0
2026-03-27,27.510000228881836,19502400,0
2026-03-30,26.59000015258789,18695300,0
2026-03-31,28.829999923706055,23148900,0
2026-04-01,27.790000915527344,19072900,0
2026-04-02,29.299999237060547,15521800,0
2026-04-06,29.239999771118164,11775700,0
2026-04-07,28.489999771118164,19722700,0
2026-04-08,28.989999771118164,20132500,0
2026-04-09,28.079999923706055,16356800,0
2026-04-10,28.790000915527344,13036500,0
2026-04-13,29.760000228881836,15259800,0
2026-04-14,35.7599983215332,68012600,1
2026-04-15,43.25,96973000,1
2026-04-16,44.68000030517578,79286200,0
2026-04-17,46.09000015258789,48967100,0
2026-04-20,48.31999969482422,47873500,0
2026-04-21,46.279998779296875,38384100,0
2026-04-22,47.36000061035156,34667700,0
2026-04-23,43.630001068115234,35984300,0
2026-04-24,42.689998626708984,20671100,0
2026-04-27,43.84000015258789,22968700,0
2026-04-28,43.08000183105469,21447700,0
2026-04-29,42.11000061035156,24594100,0
2026-04-30,45.119998931884766,23258800,0
2026-05-01,46.20000076293945,20621900,0
2026-05-04,45.75,26396700,0
2026-05-05,48.0,33457000,0
2026-05-06,52.56999969482422,58397500,0
2026-05-07,47.68000030517578,42874600,0
2026-05-08,49.2400016784668,25990700,0
2026-05-11,56.88999938964844,61486200,0
2026-05-12,55.869998931884766,51692800,0
2026-05-13,55.2599983215332,24146500,0
2026-05-14,57.470001220703125,26379200,0
2026-05-15,51.95000076293945,27273200,0
2026-05-18,49.310001373291016,31649800,0
2026-05-19,48.439998626708984,22197000,0
2026-05-20,52.470001220703125,22745900,0
2026-05-21,58.88999938964844,62941400,0
2026-05-22,63.63999938964844,52650100,0
2026-05-26,63.619998931884766,30128800,0
2026-05-27,65.4000015258789,29691000,0
2026-05-28,70.13999938964844,31801200,0
2026-05-29,72.06999969482422,28460800,0
2026-06-01,69.27999877929688,28317600,0
2026-06-02,71.4000015258789,27651000,0
2026-06-03,68.2300033569336,30856300,0
2026-06-04,65.66000366210938,40211400,0
2026-06-05,56.779998779296875,32124900,0
2026-06-08,62.79999923706055,28561700,0
2026-06-09,56.689998626708984,35304000,0
2026-06-10,56.630001068115234,23605600,0
2026-06-11,57.9900016784668,25218800,0
2026-06-12,57.849998474121094,24732300,0
2026-06-15,61.18000030517578,25313600,0
2026-06-16,56.060001373291016,21916300,0
2026-06-17,54.689998626708984,19556500,0
2026-06-18,56.54999923706055,20362600,0
2026-06-22,58.31999969482422,28045000,0
