date,headline_count,avg_sentiment
2026-06-11,1,0.0
2026-06-12,2,0.1467
2026-06-14,1,0.7845
2026-06-17,2,0.1012
2026-06-18,1,0.0
2026-06-19,1,0.2732
2026-06-22,2,-0.17
