date,headline_count,avg_sentiment
2026-06-17,1,0.0
2026-06-18,3,-0.2508
2026-06-19,1,0.0
2026-06-20,1,0.0
2026-06-21,1,0.0
2026-06-22,2,-0.1087
2026-06-23,1,-0.1779
