date,message_count,bullish_count,bearish_count,net_sentiment
2026-06-22,180,40,0,100.0
2026-06-23,200,20,20,0.0
2026-06-24,60,0,0,0.0
2026-06-25,120,20,0,100.0
2026-06-26,40,20,0,100.0
