date,message_count,bullish_count,bearish_count,net_sentiment
2026-06-17,180,20,0,100.0
2026-06-18,120,20,0,100.0
2026-06-19,60,0,0,0.0
2026-06-21,80,20,0,100.0
2026-06-22,40,0,20,-100.0
2026-06-23,120,40,0,100.0
