date,shares_short,short_ratio,short_pct_float,shares_float
2026-06-23,284722716,1.71,0.012200001,23225224000
2026-06-24,284722716,1.71,0.012200001,23225708000
2026-06-26,299666309,1.72,0.0128999995,23224740000
